,selected,ratings,imdb_id,explanations,selected_idx
62,tt1588173,"['5', '3', '2', '4', '3', '4', '1', '5', '4', '4', '3', '2', '5', '4', '3', '4', '4']","['tt2828996', 'tt4009460', 'tt4877122', 'tt1430607', 'tt1397514', 'tt2546038', 'tt1935929', 'tt1588173', 'tt1478964', 'tt3553442', 'tt1666801', 'tt1650043', 'tt2883512', 'tt2065968', 'tt1924273', 'tt2756032', 'tt1462769']"," I choose this movie because I am intrigued by the unique concept of a zombie protagonist who starts regaining his humanity and forms a warm relationship with a human. The idea of a love story set in a post-apocalyptic world is appealing to me, and I am curious to see how the story unfolds and if they can bridge the gap between the living and the undead.",7
63,tt2883512,"['6.5', '7.2', '3.1', '4.8', '5.2', '8.3', '2.6', '4.3', '8.1', '7.6']","['tt1397514', 'tt1430607', 'tt4009460', 'tt1935929', 'tt4126340', 'tt2546038', 'tt4877122', 'tt2828996', 'tt2883512', 'tt1588173']"," I choose this movie because it has a high rating of 8.1 and the plot seems interesting, focusing on a chef's journey to rediscover his passion for cooking. The idea of a road trip and the exploration of family connections through food appeals to me.",8
64,tt1677561,"['7.5', '8.2', '6.9', '7.8', '9.1', '5.4', '7.2', '8.5', '7.9']","['tt4073952', 'tt2404425', 'tt1978532', 'tt2962876', 'tt1677561', 'tt1349482', 'tt2429074', 'tt1837709', 'tt1234721']", I choose this movie because it has a high rating and the plot seems intriguing and thought-provoking. The concept of a soul getting a second chance and uncovering the mysteries of its previous life and the reasons behind someone's suicide is captivating. I am interested in exploring the themes of redemption and self-discovery portrayed in the film.,4
65,tt3896198,"['6.5', '7.2', '6.8', '8.3', '7.6', '7.9', '9.2', '8.7', '9.5', '8.2', '9.0', '8.4']","['tt2808986', 'tt1298554', 'tt1698647', 'tt4547056', 'tt4788944', 'tt1620680', 'tt3498820', 'tt1631867', 'tt1825683', 'tt3778644', 'tt3896198', 'tt5544384']"," 2"" with the imdbID tt3896198. I choose this movie because it has a high rating of 9.0 and I am a fan of the first Guardians of the Galaxy movie. Additionally, I enjoy the humor, action, and the dynamic between the characters in the Guardians of the Galaxy series.",10
66,tt2025690,"['7.5', '6.8', '8.2', '7.9', '8.5', '7.2', '6.5', '8.7', '7.9', '8.4']","['tt1091191', 'tt2042568', 'tt2094064', 'tt5129510', 'tt2025690', 'tt5555502', 'tt2140423', 'tt1430607', 'tt3210686', 'tt2053425']"," I choose this movie because it tells a gripping and inspiring true story of a daring rescue mission in the face of extreme adversity. The plot of the movie, set during a powerful storm off the coast of Cape Cod, promises intense action and suspense. Additionally, the theme of bravery and the determination to save lives resonates with me.",4
67,tt2802144,"['7', '8', '6', '9', '8', '9', '5', '10', '7', '6']","['tt1496025', 'tt5607028', 'tt2458106', 'tt1232829', 'tt2267968', 'tt4116284', 'tt2808986', 'tt2802144', 'tt1937133', 'tt4464394']"," I choose this movie because it has a rating of 10, indicating that it is highly regarded by viewers. Additionally, the plot description intrigues me with its combination of action, mystery, and secret organizations. I am drawn to the idea of a young protagonist discovering a hidden world and undergoing intense training to become a part of it. The presence of talented actors like Colin Firth and Samuel L.",7
68,tt1441395,"['2', '3', '1', '2', '4', '1', '3', '4', '5', '3', '2', '5', '4', '2', '3', '4']","['tt3899796', 'tt3732950', 'tt2140423', 'tt3099498', 'tt0905372', 'tt3201722', 'tt4126568', 'tt3705412', 'tt1441395', 'tt4094724', 'tt4796122', 'tt1714915', 'tt1596365', 'tt4464394', 'tt2828996', 'tt3067274']", I rate it 5. I am intrigued by the plot of an alien entity inhabiting a human form and discovering its own humanity. The concept of self-discovery and the consequences that come with it sound fascinating and thought-provoking.,8
69,tt1677561,"['7.5', '8.2', '6.9', '7.8', '9.1', '5.4', '7.2', '8.5', '7.9']","['tt4073952', 'tt2404425', 'tt1978532', 'tt2962876', 'tt1677561', 'tt1349482', 'tt2429074', 'tt1837709', 'tt1234721']"," I choose this movie because it has a high rating and the plot seems intriguing and thought-provoking. The concept of a soul getting a second chance and uncovering the mysteries of its previous life and the reasons behind someone's suicide is captivating. I am interested in exploring the themes of redemption, self-discovery, and the complexities of life portrayed in this film.",4
70,tt2756032,"['7.5', '6.5', '8.0', '5.0', '7.8', '6.5', '7.2', '8.5', '7.9', '6.2']","['tt2094064', 'tt5368354', 'tt2756032', 'tt2140423', 'tt3231054', 'tt3832914', 'tt0479997', 'tt2347134', 'tt4193394', 'tt1243974']", I choose this movie because it has a high rating of 8.0 and the plot description intrigues me with its promise of a troubled couple and bizarre circumstances. I am curious to see how the story unfolds and how the characters navigate their situation.,2
71,tt1600195,"['6.5', '7.2', '6.8', '7.4', '4.2', '6.9', '7.1']","['tt1615918', 'tt0401729', 'tt1710396', 'tt1667353', 'tt3899796', 'tt4191054', 'tt1600195']"," I choose this movie because it has a rating of 7.1, which is the highest among the movies I have viewed so far.",6
72,tt1430607,"['8', '4', '7', '2', '3', '6', '1', '9', '2', '5']","['tt2546038', 'tt1397514', 'tt1478964', 'tt4009460', 'tt4877122', 'tt3553442', 'tt1935929', 'tt1430607', 'tt2828996', 'tt1715873']",,7
73,tt1631867,"['4.5', '8.5', '6.5', '9.0']","['tt0089538', 'tt1631867', 'tt1349482', 'tt4299972']","5, which is the highest among the movies mentioned. Additionally, the plot of the movie about a time loop and a relentless alien assault sounds intriguing and action-packed, making it a compelling choice for me to watch.",1
74,tt2802144,"['6.5', '5.0', '4.0', '8.5', '7.0', '6.0', '8.0', '6.5', '9.0', '7.5', '9.0', '7.0']","['tt3247714', 'tt1815862', 'tt4651410', 'tt5607028', 'tt2381991', 'tt4464394', 'tt2347134', 'tt1397514', 'tt2267968', 'tt1428538', 'tt2802144', 'tt1618442']"," I choose this movie because it has a high rating of 9.0 and the plot description intrigues me. The idea of a secret organization, intense training, and a mission to make the world safe sounds exciting and action-packed. Additionally, the presence of talented actors like Colin Firth and Samuel L. Jackson adds to my interest in watching this film.",10
75,tt1430607,"['7.5', '4.2', '6.8', '8.2']","['tt2546038', 'tt1935929', 'tt1397514', 'tt1430607']"," I choose this movie because it offers a unique and imaginative take on the story of Santa Claus and Christmas. The plot about a dysfunctional family and an unlikely hero adds an interesting twist to the traditional holiday theme. Additionally, the high-tech operation hidden beneath the North Pole adds an element of excitement and adventure. Overall, I am intrigued by the combination of comedy, heartwarming moments, and the mission that Arthur must complete before Christmas morning.",3
76,tt3402236,"['6.5', '4.2', '7.8', '6.3', '8.2', '7.9', '8.1', '7.6', '6.9', '8.5', '7.2', '6.4']","['tt1234719', 'tt0472181', 'tt3564794', 'tt0825283', 'tt2660888', 'tt4116284', 'tt3778644', 'tt2546038', 'tt1829012', 'tt3402236', 'tt3099498', 'tt4651410']"," I choose this movie because I am intrigued by murder mysteries and the idea of solving a crime on a train sounds exciting. The plot description also suggests that there will be twists and turns, keeping me engaged throughout the movie.",9
77,tt1430607,"['1', '3', '4', '2', '1', '5', '4', '3', '5', '1', '2']","['tt4877122', 'tt1666801', 'tt1588173', 'tt2546038', 'tt2828996', 'tt1430607', 'tt1478964', 'tt1397514', 'tt3553442', 'tt4009460', 'tt1935929']"," I rate it 5. I choose this movie because it offers a unique and imaginative take on the story of Santa Claus and his Christmas operations. The plot revolves around a dysfunctional family and an unlikely hero, which adds depth and relatability to the story. Additionally, the animation and visuals are impressive, and the film has a heartwarming message about the importance of family and the spirit of Christmas.",5
78,tt1600195,"['7.5', '6.5', '8.0', '9.0', '8.5', '7.0', '8.5', '7.0', '7.5', '8.0']","['tt0993842', 'tt1600195', 'tt1974419', 'tt1650062', 'tt1670345', 'tt1216491', 'tt1682180', 'tt1401152', 'tt1658837', 'tt1957938']", I choose this movie because I am intrigued by the plot of a teenager discovering that he might have been adopted and then being hunted down by criminals and the CIA. It seems like a thrilling and suspenseful story that will keep me engaged.,1
79,tt1462769,"['7', '6', '8', '5', '9', '7', '8', '6', '9', '8']","['tt2065968', 'tt1924273', 'tt2756032', 'tt5368354', 'tt1462769', 'tt1650043', 'tt3553442', 'tt4651520', 'tt1478964', 'tt1588173']", I choose this movie because the plot seems intriguing and unique. The idea of a couple experiencing the unexpected arrival of a child with leaves growing from his ankles sparks my curiosity. I am interested to see how the characters navigate parenthood and the lessons they learn along the way.,4
80,tt0816692,"['8', '7', '6', '9', '8', '5', '7', '9', '6', '8', '10', '9', '7', '6', '8', '10', '9', '4']","['tt4073952', 'tt2404425', 'tt1978532', 'tt2962876', 'tt1677561', 'tt1349482', 'tt2429074', 'tt1837709', 'tt1234721', 'tt2493486', 'tt0816692', 'tt0114709', 'tt4299972', 'tt2548208', 'tt2172934', 'tt2278388', 'tt1631867', 'tt0089538']"," I choose this movie because it has a rating of 10, indicating that it is highly regarded. Additionally, the plot description of Earth's future, interstellar travel, and the search for a new habitable planet intrigues me. I am drawn to the themes of exploration, survival, and the unknown.",10
81,tt2962876,"['8', '7', '6', '9', '10', '5', '7', '8']","['tt4073952', 'tt2404425', 'tt1978532', 'tt2962876', 'tt1677561', 'tt1349482', 'tt2429074', 'tt1837709']", I choose this movie because the plot seems intriguing and unique. The story of a young man with Tourette Syndrome going on a road trip with an anorexic woman and an OCD roommate sounds like it would provide a lot of interesting and heartfelt moments.,3
82,tt1741273,"['6.5', '7.2', '8.0', '7.8', '7.5', '8.2', '6.7', '8.5', '7.9', '7.4']","['tt1658837', 'tt1957938', 'tt2048770', 'tt1829012', 'tt1712170', 'tt2044801', 'tt3181822', 'tt1741273', 'tt5173032', 'tt1837709']", I choose this movie because it has a high rating of 8.5 and the plot seems intriguing with a mix of mystery and suspense. The story of investigators trying to solve a cold case and uncovering secrets from the past sounds captivating and I am interested to see how the characters navigate through the chilling truth.,7
83,tt2576852,"['6.5', '7.2', '8.9', '4.3', '9.1', '7.8', '8.2', '6.7', '8.5', '7.4', '9.3']","['tt3416828', 'tt5480340', 'tt3262342', 'tt4877122', 'tt1430607', 'tt1690953', 'tt1430626', 'tt5184298', 'tt2293640', 'tt2865120', 'tt2576852']", I choose this movie because it has a high rating and the plot seems intriguing. The story of a princess found in a bamboo and her journey through life sounds unique and captivating. I am interested in watching this movie to see how the story unfolds and to experience the beautiful animation.,10
84,tt1727776,"['7', '5', '2', '6', '3', '8', '4', '5', '7', '9', '3']","['tt4348012', 'tt4796122', 'tt4831420', 'tt2140423', 'tt3899796', 'tt2274570', 'tt4126568', 'tt3732950', 'tt4464394', 'tt1727776', 'tt2828996']", I choose this movie because I enjoy horror-comedy films and the plot of teenagers teaming up to fight against zombies sounds entertaining.,9
85,tt1978532,"['4.5', '6.5', '7.2']","['tt0089538', 'tt1349482', 'tt1978532']", I choose this movie because it seems to have an interesting and comedic plot about friends trying to find a wife for their socially inappropriate friend. The idea of their plan backfiring when he meets someone just like him adds an intriguing twist.,2
86,tt1596365,"['5', '4', '3', '7', '2', '6', '4', '8', '9', '7', '10', '9', '8', '6', '3', '7']","['tt4796122', 'tt4464394', 'tt2828996', 'tt2140423', 'tt3899796', 'tt4126568', 'tt3732950', 'tt4094724', 'tt0905372', 'tt3099498', 'tt1596365', 'tt1441395', 'tt1714915', 'tt3705412', 'tt3201722', 'tt3067274']"," I choose this movie because it has a rating of 10, indicating that it is highly regarded. Additionally, the plot description of a haunted house and vengeful ghost intrigues me, as I enjoy supernatural horror films.",10
87,tt1430607,"['6.5', '7.2', '6.8', '8.1', '7.6', '7.3', '9.2', '8.4', '9.5', '7.9', '9.8', '8.2', '8.7', '9.3', '7.1', '5.2', '8.9', '6.4', '7.8', '5.3', '9.6']","['tt2235542', 'tt5184298', 'tt1429433', 'tt1402488', 'tt5480340', 'tt2100546', 'tt2096673', 'tt1216475', 'tt0970179', 'tt3874544', 'tt1865505', 'tt2112281', 'tt1302011', 'tt2452042', 'tt3416828', 'tt1935929', 'tt3231054', 'tt4592572', 'tt2865120', 'tt4877122', 'tt1430607']"," I choose this movie because it has a high rating of 9.6 and the plot seems interesting, focusing on the behind-the-scenes operation of Santa Claus and a heartwarming story about family and an unlikely hero.",20
88,tt1677561,"['7.5', '8.2', '6.9', '7.8', '9.1', '5.4', '7.2', '8.6', '8.3']","['tt4073952', 'tt2404425', 'tt1978532', 'tt2962876', 'tt1677561', 'tt1349482', 'tt2429074', 'tt1837709', 'tt1234721']", I choose this movie because it has a high rating and the plot seems intriguing and thought-provoking. The concept of a soul getting a second chance and uncovering the mysteries of its previous life and the reasons behind someone's suicide is captivating. I am interested in exploring the themes of redemption and self-discovery portrayed in the film.,4
89,tt0816692,"['5', '6', '7', '8', '9', '7', '8', '6', '9', '7', '9', '8', '9', '10', '10', '9', '10', '8']","['tt0089538', 'tt1349482', 'tt1978532', 'tt2429074', 'tt1234721', 'tt1837709', 'tt2172934', 'tt2548208', 'tt2493486', 'tt4073952', 'tt2962876', 'tt4324274', 'tt2404425', 'tt1677561', 'tt0816692', 'tt2278388', 'tt0114709', 'tt4299972']", I choose this movie because it explores the concept of interstellar travel and the survival of humanity in a future plagued by disasters. The plot is intriguing and the film has received critical acclaim for its visuals and storytelling. I am drawn to the idea of exploring new frontiers and the unknown possibilities of space.,14
90,tt1829012,"['8.5', '7.5', '6.0', '7.0', '8.5', '9.0', '7.5', '6.0', '7.0', '6.5', '8.0']","['tt1345836', 'tt2379713', 'tt4651410', 'tt1829012', 'tt1855199', 'tt2347134', 'tt2140423', 'tt2808986', 'tt2167202', 'tt2735292', 'tt2295196']", I rate it 7.0.,3
91,tt1201607,"['7.5', '6.5', '8.5', '7.0']","['tt2065968', 'tt3181822', 'tt1201607', 'tt1966566']",,2
92,tt0816692,"['4.5', '6.5', '7.2', '8.0', '9.2', '8.8', '7.5', '6.8', '8.2', '9.0', '9.5', '8.7', '9.3', '9.8', '10.0']","['tt0089538', 'tt1349482', 'tt1978532', 'tt2429074', 'tt1234721', 'tt1837709', 'tt2172934', 'tt2548208', 'tt2493486', 'tt4073952', 'tt2962876', 'tt4324274', 'tt2404425', 'tt1677561', 'tt0816692']"," I choose this movie because it explores the concept of interstellar travel and the survival of humanity in a future plagued by disasters. The idea of venturing into the unknown and discovering new worlds is intriguing to me. Additionally, the film has received a high rating, indicating that it is well-regarded by viewers.",14
